age,juv_misd_count,juv_fel_count,priors_count,sex_encoded,c_charge_degree_encoded,c_charge_desc_encoded,is_recid
32,0,0,3,0,2,57,0
32,0,0,0,0,0,58,0
41,0,0,1,0,5,4,0
50,0,0,0,0,2,5,0
30,0,0,8,0,2,32,1
30,0,0,8,0,2,32,1
66,0,0,0,0,6,4,0
52,0,0,3,0,0,13,0
22,0,0,3,0,0,59,0
50,0,0,0,0,0,4,1
25,6,1,14,0,3,4,1
25,6,1,14,0,3,4,1
20,0,0,0,0,0,24,1
22,0,1,2,0,0,60,1
23,0,0,2,0,5,4,1
54,0,0,6,0,4,4,0
40,0,0,4,0,0,4,0
25,0,0,10,0,3,4,0
35,0,0,1,1,5,4,0
36,0,0,9,0,3,61,1
26,0,0,7,0,0,6,1
21,0,0,1,0,0,12,1
30,0,0,6,0,0,59,0
25,0,0,9,0,0,23,1
25,0,0,9,0,0,23,1
71,0,0,12,0,2,32,0
34,0,0,3,0,2,5,0
20,0,0,0,1,0,10,0
39,0,0,2,0,0,7,1
66,0,0,3,0,3,62,0
54,0,0,0,1,2,39,0
44,0,0,0,1,2,5,0
19,0,0,1,0,5,5,1
24,0,0,1,0,3,4,0
30,0,0,1,0,0,63,0
39,0,0,0,1,0,64,1
32,0,0,8,1,2,5,0
24,1,0,8,0,0,65,1
30,0,0,0,0,0,16,0
31,0,0,0,0,2,5,0
39,0,0,1,1,0,66,0
59,0,0,14,0,0,4,1
35,0,0,7,0,0,11,0
24,0,0,0,1,3,67,0
43,0,0,1,0,0,2,0
21,0,1,2,0,0,24,0
21,0,0,0,1,2,5,0
21,0,0,3,0,0,12,1
27,0,0,0,0,0,13,0
20,0,0,0,0,0,4,0
38,0,0,5,0,2,32,1
27,0,0,3,0,0,68,0
34,0,0,0,0,0,0,0
30,0,0,3,0,0,2,0
33,0,0,5,0,0,69,1
37,0,0,3,0,0,10,0
42,0,0,1,0,0,70,1
41,1,0,10,0,0,2,1
22,0,0,0,0,0,38,1
33,12,0,28,0,0,13,1
44,0,0,0,0,5,71,0
31,0,0,1,0,2,5,0
26,0,0,9,0,0,11,0
30,0,0,1,1,0,72,0
31,0,0,13,0,0,4,1
27,0,0,3,0,0,2,1
31,0,0,1,1,0,73,0
47,0,0,2,0,0,12,0
56,0,0,8,0,0,4,0
33,0,0,2,0,6,74,0
52,0,0,3,0,2,5,0
33,0,0,19,0,0,4,1
61,0,0,0,0,0,75,0
64,0,0,2,1,2,76,0
22,0,0,4,0,0,7,1
42,0,0,6,0,0,7,0
25,0,0,2,1,0,4,0
27,0,0,0,0,0,12,0
30,0,0,1,0,5,29,0
28,0,0,2,0,0,4,0
37,0,0,2,1,5,77,0
21,0,0,1,0,0,3,0
28,0,0,0,0,5,78,1
24,0,0,0,1,2,5,0
37,0,0,13,0,0,4,0
22,0,0,0,0,3,35,0
29,1,0,10,1,0,12,1
25,0,0,0,1,0,38,0
44,0,0,2,0,2,5,1
30,0,0,4,1,0,15,1
32,0,0,3,0,0,2,1
53,0,0,1,0,0,79,0
34,0,0,1,0,2,5,0
31,0,0,2,0,2,76,1
27,0,0,5,0,0,2,0
31,0,0,1,0,5,80,1
59,0,0,1,0,0,2,1
28,0,0,15,0,3,81,0
45,0,0,4,1,0,4,0
23,0,0,0,0,2,57,0
20,0,1,1,1,0,4,0
42,0,0,2,0,3,4,0
43,0,0,0,1,2,39,0
38,1,1,9,0,0,2,1
32,0,0,11,0,0,18,1
32,0,0,11,0,0,18,1
33,0,0,8,0,5,82,1
55,0,0,4,0,6,4,0
31,0,0,0,1,0,41,1
33,0,0,7,1,0,2,1
27,0,0,2,0,0,24,1
52,0,0,0,0,5,82,0
20,0,0,0,1,0,12,0
26,0,0,0,1,5,83,0
25,0,0,4,0,2,36,0
61,0,0,1,1,0,84,1
52,0,0,13,0,0,26,1
63,0,0,1,0,0,4,0
32,0,0,4,1,0,4,1
29,0,0,1,0,0,12,0
46,0,0,1,1,4,85,0
26,0,0,2,1,2,57,1
55,0,0,3,0,2,5,0
30,0,0,3,1,0,86,1
30,0,0,1,0,1,87,0
48,0,0,2,0,2,5,0
33,0,0,0,0,2,58,0
22,0,0,1,0,0,4,0
46,0,0,6,0,0,13,1
41,0,0,5,0,0,26,0
49,0,0,6,1,0,72,0
31,0,0,0,0,0,88,0
31,0,0,0,0,2,5,0
25,0,0,1,0,2,5,1
31,0,0,3,0,1,89,0
21,0,0,0,1,2,5,0
23,0,0,0,0,0,10,0
32,0,0,5,1,0,90,0
52,0,0,2,0,5,91,0
62,0,0,8,0,0,2,0
30,0,0,2,0,2,5,0
37,0,0,6,1,0,2,0
55,0,0,1,0,0,12,0
31,0,0,8,0,0,4,1
28,0,0,6,0,2,76,1
54,0,0,2,0,3,35,0
58,0,0,0,0,0,14,0
78,0,0,1,0,2,57,1
56,0,0,0,0,0,2,0
21,0,0,1,0,2,32,0
24,0,0,0,0,3,35,0
38,2,2,22,0,0,92,1
39,0,0,3,0,6,93,0
35,0,0,0,0,0,2,0
22,0,0,1,0,0,23,1
47,0,0,23,0,2,32,1
23,0,0,0,0,2,5,1
57,0,0,1,0,0,13,0
38,0,0,2,1,0,2,1
66,0,0,3,0,3,46,1
45,0,0,8,0,2,34,1
28,0,0,0,1,2,94,0
45,0,0,2,0,0,95,0
32,0,0,13,0,3,55,1
37,0,0,2,0,2,5,1
39,0,0,0,0,0,16,1
26,0,0,9,0,3,61,1
25,0,0,3,0,0,4,0
45,0,0,2,0,0,96,0
57,0,0,7,1,0,2,0
23,0,0,0,0,0,3,1
34,0,0,2,0,2,5,1
38,0,0,14,0,0,41,0
23,0,0,1,1,2,5,0
36,0,0,2,0,2,5,1
50,0,0,1,0,0,97,0
37,0,0,0,1,5,98,0
44,0,0,4,0,2,5,0
35,1,0,23,1,0,26,1
31,0,0,1,0,4,4,0
24,0,0,5,0,0,4,1
40,0,0,3,0,4,99,0
26,0,0,2,0,0,100,1
37,0,0,1,0,0,101,0
27,0,0,0,0,2,102,0
31,0,0,1,1,2,5,0
28,0,0,0,1,3,67,0
43,0,0,11,0,0,4,1
28,0,0,7,1,0,26,1
38,0,0,0,0,0,13,0
38,0,0,2,0,0,13,0
27,0,0,2,0,5,103,0
28,0,0,1,1,4,4,0
21,0,1,1,0,0,12,0
56,0,0,7,0,0,11,1
38,0,0,15,0,0,2,0
28,0,0,2,0,2,32,0
45,0,0,3,0,0,4,0
28,0,0,0,0,2,54,0
24,0,0,1,1,0,4,0
61,0,0,1,0,0,4,0
51,0,0,0,1,2,57,1
51,0,0,0,0,2,5,0
20,0,0,0,0,0,104,0
36,0,0,1,0,2,32,1
48,0,0,0,0,0,105,0
37,0,0,4,0,0,4,1
30,0,0,2,1,0,12,0
41,0,0,5,1,2,5,0
27,0,0,11,0,3,68,1
37,0,0,0,0,2,5,1
33,0,0,4,0,0,0,1
54,0,0,11,0,0,73,0
23,0,0,2,0,4,106,0
22,0,0,0,0,0,4,0
26,0,0,2,1,1,4,1
23,2,0,3,1,0,64,0
41,0,0,0,0,2,5,0
52,0,0,0,0,0,107,0
43,0,0,13,0,0,13,1
52,0,0,0,0,0,38,0
28,0,0,1,0,0,4,0
30,0,0,11,0,2,5,1
30,0,0,11,0,2,5,1
28,0,0,1,0,0,102,0
47,0,0,1,0,3,4,0
34,0,0,0,1,2,5,0
22,0,0,0,0,0,23,0
30,0,0,4,0,0,13,0
25,0,0,4,0,0,3,0
31,0,0,0,0,3,35,1
37,0,0,0,0,0,12,1
32,1,0,14,0,3,50,0
26,1,0,4,0,2,32,0
53,0,0,1,0,2,5,0
28,0,0,25,0,0,4,1
44,0,0,8,0,2,5,1
25,0,0,0,0,0,12,0
30,0,0,0,1,2,5,0
22,0,0,1,0,2,108,1
30,0,1,2,1,3,4,0
20,0,0,0,1,0,12,0
37,0,0,0,1,2,5,0
33,0,0,0,1,0,69,0
47,0,0,2,1,3,61,0
40,0,0,3,1,0,13,0
24,0,0,0,0,2,5,0
36,0,0,8,0,0,11,1
30,0,0,4,0,0,52,0
22,0,0,3,0,5,109,1
22,0,0,3,0,5,109,1
24,0,0,1,1,2,5,1
27,0,0,3,0,2,110,1
31,0,0,0,1,2,5,0
47,0,0,0,0,2,5,0
23,0,0,1,0,0,4,1
23,0,0,5,1,3,4,1
24,0,0,0,0,2,32,0
29,0,0,1,0,2,5,0
20,0,0,1,0,0,22,1
30,0,0,2,0,0,22,1
39,0,0,1,0,2,5,0
38,0,0,1,0,2,32,0
39,0,0,0,0,3,111,0
27,0,0,4,0,0,4,0
18,0,2,2,0,1,4,0
31,0,0,2,0,2,4,1
37,0,0,2,1,0,4,0
31,0,0,0,0,0,3,0
27,0,0,2,0,0,2,0
20,0,0,0,0,0,6,0
46,0,1,5,0,2,5,0
22,0,0,0,0,0,10,0
52,0,0,0,1,0,59,0
23,0,0,0,1,0,22,1
20,0,1,1,0,3,4,0
48,0,0,0,1,0,64,0
66,0,0,8,0,3,61,1
25,0,0,0,0,0,88,0
27,0,0,0,0,0,12,1
30,0,0,11,0,0,112,1
22,1,0,3,0,2,5,1
22,0,0,1,1,0,23,0
35,0,0,2,0,0,4,0
32,0,0,2,0,0,4,0
41,0,0,2,1,2,15,0
35,0,0,9,0,0,59,0
43,0,0,0,0,3,36,0
25,0,0,0,1,0,64,0
44,0,0,24,0,2,113,0
52,0,0,3,0,0,2,1
43,0,0,0,0,0,58,0
37,0,0,0,0,2,39,0
47,0,0,1,0,2,5,0
45,0,0,3,1,0,4,0
23,0,0,2,0,0,4,0
37,0,0,3,0,0,4,0
28,0,0,3,0,2,32,1
70,0,0,1,0,2,5,0
54,0,0,6,0,0,2,1
58,0,0,9,0,2,5,0
46,0,0,3,0,0,4,0
21,0,0,0,0,5,77,1
26,0,0,1,0,2,5,1
38,0,0,3,0,0,72,1
34,0,0,5,0,2,5,0
34,0,0,0,1,0,114,0
19,0,0,1,0,0,12,1
34,0,0,5,0,5,40,0
32,0,0,3,1,2,5,0
23,0,0,0,0,0,64,1
34,0,0,5,0,0,41,1
30,0,0,2,0,3,4,0
39,0,0,6,0,3,50,1
24,0,0,0,0,0,115,0
33,0,0,1,0,2,57,1
33,0,0,0,0,0,2,0
40,0,0,6,0,2,34,0
58,0,0,2,0,3,116,0
21,0,0,0,1,2,5,0
44,0,0,2,0,3,117,0
56,0,0,13,0,0,51,0
27,0,0,1,0,0,75,0
21,0,0,1,0,0,118,1
23,0,0,4,0,2,32,1
62,0,0,0,0,0,52,0
27,0,1,4,0,2,32,1
57,0,0,6,0,2,5,0
37,0,0,5,0,0,15,0
43,0,0,2,0,0,12,1
32,0,0,5,1,3,67,0
33,0,0,2,1,0,4,0
23,0,0,0,0,0,59,0
27,0,0,0,0,2,5,0
44,0,0,0,0,2,5,1
28,0,0,3,0,2,5,1
42,0,0,0,1,0,2,0
48,0,0,5,0,0,4,0
24,1,0,9,0,0,79,1
27,0,0,0,0,3,67,0
20,0,0,0,0,0,73,1
24,0,0,1,0,0,119,0
31,0,2,6,0,0,26,0
22,1,0,2,0,4,4,0
51,0,0,0,1,2,15,0
56,0,0,0,0,2,120,0
20,0,0,0,0,2,5,0
54,0,0,1,0,0,2,0
29,0,0,7,0,0,4,0
42,0,0,0,0,3,121,0
20,0,0,0,0,0,12,1
53,0,0,6,0,0,4,0
48,0,0,8,0,2,4,0
24,0,0,0,0,0,58,0
27,0,0,8,0,0,4,0
24,1,0,2,0,0,51,1
24,1,0,2,0,0,51,1
22,0,0,0,1,0,12,0
53,0,0,36,0,0,122,1
36,0,0,0,0,2,57,0
28,0,0,2,0,2,5,1
46,0,0,1,0,0,2,0
21,0,0,0,0,0,24,0
45,0,0,1,0,3,72,0
21,1,0,3,0,0,12,1
36,0,0,0,1,3,67,0
25,0,0,2,1,5,77,1
23,0,0,1,1,5,30,1
54,0,0,2,0,0,123,0
28,0,0,1,0,0,23,0
21,0,0,0,1,0,124,1
36,0,0,0,0,2,34,0
24,0,0,0,0,0,12,0
28,0,0,3,0,0,4,1
30,0,0,1,0,0,4,1
29,0,0,0,0,0,64,0
22,0,0,2,0,3,4,0
31,0,0,8,0,3,4,0
38,0,0,2,0,0,2,0
30,0,0,0,1,2,5,0
51,0,0,1,0,5,82,0
33,0,0,3,0,0,58,0
25,0,0,2,1,0,4,0
37,0,0,4,0,2,5,0
32,1,0,12,0,0,4,1
32,1,0,12,0,0,4,1
23,0,0,1,0,0,12,0
47,0,0,3,0,0,6,0
41,0,0,6,1,2,34,0
32,0,0,1,1,0,2,1
37,0,0,0,0,0,125,0
19,2,0,2,0,0,18,1
27,0,0,0,0,2,5,0
39,0,0,0,0,2,5,0
21,0,0,0,1,0,2,0
69,0,0,0,0,5,90,0
36,0,0,3,0,0,4,0
21,0,0,2,0,0,4,0
26,0,0,6,0,2,5,1
22,0,0,0,0,0,2,0
23,0,0,0,1,0,13,1
20,0,1,1,0,0,4,0
28,0,0,0,0,0,14,0
45,0,0,0,0,2,5,0
49,0,0,3,0,0,73,0
29,0,0,2,0,2,5,1
60,0,0,0,1,2,5,0
23,0,2,3,0,0,10,1
34,0,0,2,0,2,4,1
30,0,0,0,0,2,5,0
20,0,1,1,1,4,4,0
36,0,0,1,0,0,126,0
30,0,0,0,0,0,2,0
21,1,0,1,0,0,12,1
34,0,1,11,0,2,5,0
25,0,0,1,0,0,59,0
25,0,0,7,0,3,4,0
22,0,0,2,0,2,32,1
57,0,0,18,0,0,4,0
29,0,0,2,0,5,35,0
36,0,0,1,0,0,4,0
29,1,0,7,0,2,5,0
21,0,0,4,0,0,4,1
21,0,0,0,0,0,51,1
37,0,0,1,0,0,2,0
33,0,0,3,0,0,2,0
34,0,0,1,0,2,5,0
27,0,0,0,0,2,57,0
50,0,0,1,1,2,5,1
26,0,0,1,0,0,4,0
40,0,0,0,0,0,4,1
25,0,0,7,0,0,127,1
53,0,0,1,1,2,5,0
24,0,0,0,1,0,64,0
39,0,0,2,0,2,5,0
42,0,0,1,0,3,4,0
28,0,0,1,0,2,5,0
24,0,0,1,0,5,78,0
23,0,0,0,1,2,5,0
26,1,1,6,0,0,68,1
42,0,0,3,0,2,5,0
22,0,0,1,0,5,57,0
22,0,0,4,0,0,12,1
21,0,0,3,0,2,4,0
37,0,0,23,0,0,15,1
44,0,0,0,0,2,39,0
64,0,0,13,0,0,4,0
35,0,0,2,0,0,3,0
36,0,0,8,0,0,128,0
53,0,0,2,0,0,11,0
60,0,0,1,0,4,4,0
29,0,0,7,0,0,2,1
44,0,0,2,1,6,4,0
48,0,1,23,0,0,26,1
23,0,0,0,0,0,12,0
48,0,0,8,0,0,4,0
52,0,0,0,1,2,5,0
44,0,0,7,0,2,5,0
28,0,0,1,0,0,18,0
27,0,0,12,0,0,13,1
28,0,0,5,0,0,4,1
33,0,0,3,0,2,5,0
28,0,0,0,1,1,4,0
47,0,0,5,0,0,2,1
36,0,0,14,0,3,129,1
29,0,1,2,0,3,50,0
22,0,0,0,0,2,33,1
26,0,0,6,0,3,55,0
40,0,0,0,0,2,5,0
65,0,0,0,0,2,5,0
25,0,0,0,0,0,79,0
68,0,0,2,0,0,90,0
32,0,0,1,1,0,130,0
56,0,0,5,0,0,13,0
27,0,0,9,0,3,50,1
27,0,0,9,0,3,50,1
52,0,0,4,0,0,12,1
31,0,0,0,1,3,46,0
32,0,0,3,0,0,15,0
60,0,0,4,0,0,4,0
35,6,0,29,0,0,4,0
31,0,0,4,0,3,4,0
51,0,0,3,0,7,131,0
23,0,0,1,0,5,132,0
39,0,0,0,1,5,78,0
56,0,0,0,0,2,5,0
22,0,0,0,1,0,10,0
27,0,0,1,1,0,133,1
47,0,0,1,1,0,4,0
53,0,0,11,0,1,4,0
25,0,0,0,0,2,57,1
21,0,0,0,0,2,5,0
22,0,0,0,0,0,134,0
43,0,0,0,1,5,135,0
59,0,0,0,1,0,73,0
58,0,0,2,1,2,54,0
53,0,0,4,0,0,2,0
31,0,0,7,0,2,50,1
22,0,0,2,0,3,68,0
22,0,0,1,0,0,65,1
28,0,0,8,0,0,38,1
42,0,0,1,0,0,4,0
20,0,0,0,0,0,73,1
29,0,0,0,0,2,5,1
41,0,0,0,1,2,136,0
29,0,0,8,0,0,4,0
58,0,0,21,0,2,4,1
22,0,0,3,0,0,12,0
48,0,0,1,0,5,30,1
37,0,0,0,0,0,119,0
57,0,0,1,0,0,26,1
27,0,0,3,0,2,137,0
26,0,0,3,0,3,35,0
24,1,0,3,0,0,10,1
33,0,0,0,0,3,50,0
28,0,0,1,0,0,4,0
29,0,0,2,0,0,4,0
24,0,0,3,1,0,12,1
24,0,0,0,0,2,5,0
19,0,0,1,0,0,58,1
36,0,0,2,0,2,5,0
33,0,0,0,0,0,24,0
24,0,0,0,1,0,10,0
32,0,0,0,0,2,57,0
34,0,0,0,0,2,39,0
31,0,0,1,0,0,4,0
24,0,0,4,0,0,52,0
25,0,0,2,0,0,4,1
20,0,1,1,0,0,4,1
22,0,0,1,0,0,4,0
28,0,0,2,0,2,4,1
24,0,0,1,0,2,5,1
61,0,0,4,0,0,4,0
34,0,0,9,0,0,64,0
27,0,0,1,1,0,4,0
50,0,0,3,1,0,64,0
30,0,0,1,0,2,5,0
38,0,0,5,0,0,3,0
24,0,0,0,0,2,5,0
27,0,1,2,0,0,138,0
34,0,0,0,0,2,5,0
45,0,0,16,0,0,4,0
46,0,0,2,1,0,12,1
41,0,0,0,0,2,5,1
20,0,0,0,0,0,2,1
27,0,0,13,0,2,32,1
51,0,0,16,1,0,2,0
26,0,0,1,0,2,5,1
29,0,0,3,0,0,128,1
52,0,0,6,0,0,12,1
28,0,0,1,0,3,46,1
34,0,0,4,1,3,4,1
55,0,0,5,0,0,26,1
46,0,0,2,0,2,94,0
59,0,0,0,0,5,135,0
26,1,1,10,0,3,139,1
26,1,1,10,0,3,139,1
28,0,0,5,0,0,7,0
63,0,0,2,0,0,101,0
42,0,0,0,0,0,0,0
21,0,0,1,0,0,4,0
57,0,0,2,0,4,140,0
23,2,1,6,0,0,13,1
23,2,1,6,0,0,13,1
54,0,0,28,0,0,2,1
35,0,0,8,0,0,1,1
42,0,0,1,0,0,2,0
24,0,1,6,1,3,4,1
54,0,0,2,0,2,5,0
58,0,0,12,0,2,39,1
40,0,0,1,0,2,136,0
23,0,0,1,0,2,76,1
35,0,0,1,0,2,5,0
53,0,0,17,0,0,123,0
20,0,0,1,0,0,141,1
20,0,0,1,0,0,141,1
24,0,0,1,0,0,3,0
51,0,0,0,0,0,58,0
24,0,0,0,0,0,9,0
37,0,0,3,0,0,2,0
46,0,0,0,1,3,67,0
47,0,0,3,0,0,142,0
44,0,0,3,0,3,4,0
34,0,0,4,0,0,3,1
56,0,0,0,0,0,12,0
34,0,0,4,0,3,36,1
59,0,0,1,0,1,56,1
35,0,0,0,0,0,51,0
58,0,0,1,0,0,6,0
29,0,0,2,0,2,57,0
53,0,0,1,1,2,4,0
35,0,0,0,0,0,22,0
29,0,0,1,0,0,4,0
30,0,0,4,0,2,5,0
24,0,0,6,1,0,69,1
21,0,0,2,0,5,82,1
26,0,0,2,0,5,4,0
50,0,0,5,0,0,13,1
33,0,0,0,0,0,2,0
26,0,0,1,0,0,143,0
49,0,2,18,0,0,2,0
30,0,0,0,1,2,57,0
31,0,1,6,0,4,4,0
37,0,0,5,0,0,4,0
60,0,0,5,1,2,5,0
29,0,0,6,0,0,4,1
55,0,0,0,0,0,12,0
29,0,0,0,0,2,5,1
54,0,0,0,0,2,5,0
29,0,0,4,0,0,65,1
29,0,0,4,0,0,65,1
29,0,0,12,0,3,61,0
59,0,0,0,1,2,54,0
38,0,0,0,0,0,24,0
22,0,0,2,1,0,2,1
27,0,0,1,0,2,0,0
29,0,0,4,0,0,4,1
27,0,0,1,0,2,113,1
26,0,0,7,0,0,64,1
52,0,0,20,0,3,144,0
66,0,0,33,0,0,119,1
22,0,0,0,0,0,12,0
27,0,0,2,0,0,2,0
51,0,0,1,0,2,54,0
35,0,0,1,0,0,4,0
71,0,0,2,0,2,5,0
36,0,0,0,0,2,5,0
26,0,0,1,0,0,24,0
52,0,0,4,0,2,5,0
39,0,0,4,0,3,4,0
30,0,0,1,0,0,0,0
35,0,0,12,1,5,21,0
25,0,2,2,0,3,31,0
48,0,0,12,0,0,0,0
55,0,0,1,0,0,26,0
62,0,0,0,1,0,12,0
34,0,0,4,1,0,12,0
26,0,0,0,1,2,5,0
48,0,0,0,1,5,145,0
30,0,0,7,0,2,5,0
28,0,0,2,0,2,5,0
33,0,0,2,0,2,5,0
34,0,0,6,1,0,59,0
22,0,0,1,1,0,4,0
25,0,0,0,0,2,32,0
59,0,0,10,0,0,4,1
29,0,0,5,0,0,69,1
42,0,0,0,0,2,5,0
24,0,0,0,0,0,2,0
58,0,0,0,0,0,101,0
48,0,0,1,0,3,46,1
54,0,0,2,1,0,79,0
55,0,0,0,0,2,5,1
30,0,0,0,0,2,5,0
24,0,0,3,0,3,35,0
52,0,0,4,0,5,146,0
20,0,0,0,0,0,128,1
25,0,0,4,0,0,2,1
24,0,0,0,0,3,46,0
23,0,0,0,0,2,5,0
27,1,0,6,0,0,58,1
53,0,0,1,0,0,2,0
25,1,0,1,0,2,5,1
29,0,0,0,1,0,12,0
31,0,0,0,0,0,147,0
25,1,0,6,0,0,4,1
32,0,0,1,0,3,4,1
21,0,0,0,0,0,12,1
45,0,0,10,0,0,1,0
37,0,0,1,0,0,72,0
25,0,0,0,0,0,3,0
21,0,0,0,0,2,5,0
32,1,1,20,0,0,4,0
35,0,0,0,0,0,12,0
34,0,1,28,0,0,13,0
42,0,0,14,0,0,142,1
24,0,0,9,0,2,34,1
24,0,0,9,0,2,34,1
26,0,0,1,1,0,38,0
35,0,0,6,0,2,5,0
26,0,0,0,1,0,14,0
22,0,1,6,0,0,2,1
21,0,0,0,0,0,12,1
47,0,0,1,0,2,5,0
71,0,0,0,0,2,5,0
21,0,0,0,1,2,64,0
68,0,0,0,0,5,57,0
27,0,0,5,0,3,67,1
43,0,0,2,0,2,39,1
46,0,0,2,0,0,7,1
44,0,0,1,0,5,148,0
39,0,0,0,1,3,67,0
27,0,0,0,0,4,149,0
23,0,0,2,0,0,3,0
50,0,0,1,1,0,150,0
42,0,0,8,0,0,4,0
58,0,0,6,0,0,26,0
24,0,0,0,0,2,5,0
49,0,0,15,0,0,4,0
26,0,0,3,0,0,73,1
48,0,0,0,1,0,12,0
39,0,0,3,0,0,12,1
21,2,0,3,0,3,4,1
21,2,0,3,0,3,4,1
63,0,0,1,0,2,54,0
22,1,0,3,0,3,4,1
50,0,0,3,0,2,5,0
38,0,0,0,0,1,56,0
41,0,0,1,0,3,117,0
28,0,8,16,0,3,50,1
28,0,8,16,0,3,50,1
30,0,0,0,1,2,5,0
23,0,0,1,0,0,29,0
21,0,0,0,0,3,35,0
25,0,0,2,0,0,4,1
53,0,0,2,0,2,151,0
40,0,0,5,0,0,130,0
24,0,0,8,0,0,3,0
23,0,0,3,1,5,40,0
27,0,0,5,0,5,71,1
37,0,0,0,1,0,0,0
44,0,0,11,0,2,5,0
35,0,0,6,1,0,4,1
42,0,0,0,0,2,5,0
38,0,0,15,0,0,142,1
26,0,0,4,0,0,3,0
25,0,0,0,1,2,76,0
34,0,0,0,0,2,5,0
22,0,1,2,0,0,42,0
24,0,0,1,0,3,4,0
64,0,0,1,0,0,152,0
49,0,0,2,1,2,57,1
50,0,0,5,0,0,13,1
28,0,0,8,0,3,4,1
66,0,0,0,0,2,5,1
46,0,0,0,1,2,5,0
30,0,0,5,0,0,13,1
30,0,0,5,0,0,13,1
22,0,0,0,1,2,5,0
23,0,0,1,0,5,4,0
30,0,0,0,0,2,5,1
24,0,1,10,0,3,4,1
53,0,0,0,0,0,6,0
31,0,0,0,0,5,54,0
56,0,0,3,0,2,39,0
31,0,0,1,0,0,4,0
31,0,0,0,1,0,12,0
21,0,4,4,0,0,4,1
28,0,0,4,0,3,4,1
25,0,0,0,0,5,153,1
21,0,0,0,1,3,35,0
27,0,0,0,0,2,5,0
